연도,구분,업체명,소재지,매칭_행정구역,X좌표,Y좌표,인구[명],교통량(AADT),숙박업소(관광지수),상권밀집도(비율)
2020,폐업,광득에너지(주) 낙동대로주유소,부산광역시 사상구 낙동대로1048번길7 (감전동),부산광역시 사상구 감전동,128.9738604,35.15385969,12553,134118,27,547.36
2020,폐업,대합주유소,경상남도 창녕군 창한로99 (대합면),경상남도 창녕군 대합면,128.4714281,35.6126647,3892,2778,5,142.6
2020,휴업,신정제2주유소,충청북도 증평군 초평로1742 (증평읍),충청북도 증평군 증평읍,127.5623987,36.79302358,36290,17213,28,103
2020,휴업,상원주유소,강원도 화천군 다파로821 (상서면),강원특별자치도 화천군 상서면,127.6019363,38.18669106,3606,1906,10,123.41
2020,휴업,옥산주유소,경상남도 창녕군 이방대합로945 (대합면),경상남도 창녕군 대합면,128.43851,35.60282754,3892,3550,5,142.6
2020,휴업,현대오일뱅크㈜직영 인계현대셀프주유소,경기도 수원시 팔달구 경수대로571 (인계동),경기도 수원시 팔달구 인계동,127.030166,37.27695479,46269,181236,95,197.32
2020,휴업,새금호주유소,경상북도 군위군 경북대로3092 (군위읍),대구광역시 군위군 군위읍,128.5763395,36.18466015,7695,9703,7,173.36
2020,휴업,북천주유소,경상남도 하동군 옥단로9 (북천면),경상남도 하동군 북천면,127.9027585,35.11496908,1526,5988,1,97.64
2020,폐업,원창재단 화동주유소,전라북도 익산시 무왕로822 (신동),전북특별자치도 익산시 신동,126.9504749,35.96420674,23893,4615,0,91.53
2020,휴업,태평양주유소,울산광역시 북구 산업로1707 (중산동),울산광역시 북구 농소2동,129.3382399,35.66753705,42437,22070,1,56.04
2020,폐업,연화주유소,충청남도 부여군 삼충로780 (부여읍),충청남도 부여군 부여읍,126.9884025,36.33065167,18159,7506,31,186.08
2020,휴업,지연주유소,경상북도 경주시 안현로2197 (안강읍),경상북도 경주시 안강읍,129.2371175,36.04990695,22467,9863,18,109.54
2020,휴업,한결주유소 성사점,경기도 고양시 덕양구 호국로730 (성사동),경기도 고양시 덕양구 성사2동,126.8326221,37.65217787,10317,40350,0,62.81
2020,휴업,(주)대지산주유소,경기도 용인시 수지구 대지로92 (죽전동),경기도 용인시 수지구 죽전3동,127.1193609,37.32979927,28768,48710,0,83.91
2020,휴업,구봉주유소,충청남도 청양군 대청로737 (화성면),충청남도 청양군 화성면,126.7512771,36.45084419,2024,7902,0,120.55
2020,휴업,무성주유소,경상북도 군위군 경북대로3169 (군위읍),대구광역시 군위군 군위읍,128.5696132,36.18887645,7695,9703,7,173.36
2020,폐업,한빛주유소,경상남도 진주시 진산로441 (장재동),경상남도 진주시 초장동,128.0996244,35.22478496,25551,13037,0,85.79
2020,휴업,신직산주유소,충청남도 천안시 서북구 송기길90 (직산읍),충청남도 천안시 서북구 직산읍,127.1460597,36.87681819,21658,52256,1,144.29
2020,폐업,우리오일주유소,부산광역시 동래구 반송로350 (명장동),부산광역시 동래구 명장1동,129.1049091,35.20995967,13181,70579,3,98.48
2020,휴업,양주통일주유소,경기도 양주시 평화로1803 (회정동),경기도 양주시 회천2동,127.0545146,37.85010914,34223,41228,6,72.44
2020,휴업,부강제일주유소,세종특별자치시 청연로137 (부강면),세종특별자치시 세종시 부강면,127.3600614,36.53252519,6144,43679,11,205.57
2020,휴업,(주)동강상사 소나무주유소,세종특별자치시 세종로3907 (전의면),세종특별자치시 세종시 전의면,127.184932,36.67888303,5906,21091,4,162.38
2020,휴업,주촌IC주유소,경상남도 김해시 서부로1598 (주촌면),경상남도 김해시 주촌면,128.8275051,35.2365727,21119,63828,2,202.8
2020,휴업,청천주유소,경상북도 경산시 대경로77 (하양읍),경상북도 경산시 하양읍,128.7627802,35.87892647,37880,72253,9,81.76
2020,휴업,(주)두한 동안성주유소,경기도 안성시 서동대로6034 (삼죽면),경기도 안성시 삼죽면,127.3535921,37.03399899,5152,27800,4,141.89
2020,폐업,(주)케이씨직영 경창주유소,경상남도 창원시 성산구 창원대로872 (가음정동),경상남도 창원시 성산구 가음정동,128.6836325,35.20950122,37578,78548,0,57.69
2020,휴업,지에스칼텍스(주)야구장주유소,경상남도 창원시 마산합포구 용마로62 (산호동),경상남도 창원시 마산합포구 산호동,128.5811565,35.21876402,11578,58678,18,219.64
2020,휴업,삼융주유소,서울특별시 은평구 수색로299 (수색동),서울특별시 은평구 수색동,126.8910846,37.58398362,19367,196415,6,38.98
2020,휴업,신우주유소,충청북도 청주시 서원구 청남로1465 (남이면),충청북도 청주시 서원구 남이면,127.4525777,36.57159722,9737,28239,13,266.92
2020,휴업,현대오일뱅크(주)직영영월현대주유소,강원도 영월군 서강로628 (한반도면),강원특별자치도 영월군 한반도면,128.3159202,37.23813674,2589,3477,5,133.26
2020,폐업,흥업주유소,강원도 원주시 사제로307 (흥업면),강원특별자치도 원주시 흥업면,127.8955891,37.31996116,15011,12602,7,99.39
2020,휴업,주식회사 금성에너지 대박주유소,경상남도 함안군 함마대로1834 (산인면),경상남도 함안군 산인면,128.4299284,35.27679819,2618,18415,10,243.32
2020,휴업,소원주유소,충청남도 태안군 서해로678 (소원면),충청남도 태안군 소원면,126.1960024,36.7593993,5085,6588,55,162.24
2020,폐업,서부주유소,전라남도 무안군 망운로190 (현경면),전라남도 무안군 현경면,126.3957635,35.02817736,4172,1799,1,140.7
2020,휴업,대경주유소,광주광역시 북구 북문대로257 (동림동),광주광역시 북구 동림동,126.8641752,35.18722499,22901,143400,0,63.01
2020,휴업,오성주유소,강원도 영월군 주천로84번길30 (주천면),강원특별자치도 영월군 주천면,128.269171,37.26957436,3591,3109,6,151.49
